target_end_date,location,target_type
2021-09-06,HR,Hosps
2021-09-06,HU,Hosps
2021-09-06,IE,Hosps
2021-09-06,IS,Hosps
2021-09-06,IT,Hosps
2021-09-06,LI,Hosps
2021-09-06,LT,Hosps
2021-09-06,LU,Hosps
2021-09-06,LV,Hosps
2021-09-06,MT,Hosps
2021-09-06,NL,Hosps
2021-09-06,NO,Hosps
2021-09-06,PL,Hosps
2021-09-06,PT,Hosps
2021-09-06,RO,Hosps
2021-09-06,SE,Hosps
2021-09-06,SI,Hosps
2021-09-06,SK,Hosps
2021-09-11,CY,Cases
2021-09-11,FI,Cases
2021-09-11,LI,Cases
2021-09-11,SK,Cases
2021-09-11,AT,Deaths
2021-09-11,CY,Deaths
2021-09-11,DE,Deaths
2021-09-11,FI,Deaths
2021-09-11,GB,Deaths
2021-09-11,GR,Deaths
2021-09-11,LI,Deaths
2021-09-11,BE,Hosps
2021-09-11,BG,Hosps
2021-09-11,CH,Hosps
2021-09-11,CY,Hosps
2021-09-11,CZ,Hosps
2021-09-11,DK,Hosps
2021-09-11,EE,Hosps
2021-09-11,ES,Hosps
2021-09-11,FR,Hosps
2021-09-11,GB,Hosps
2021-09-11,GR,Hosps
2021-09-11,HR,Hosps
2021-09-11,IE,Hosps
2021-09-11,IS,Hosps
2021-09-11,IT,Hosps
2021-09-11,LI,Hosps
2021-09-11,LV,Hosps
2021-09-11,MT,Hosps
2021-09-11,NL,Hosps
2021-09-11,NO,Hosps
2021-09-11,PL,Hosps
2021-09-11,PT,Hosps
2021-09-11,SI,Hosps
2021-09-11,SK,Hosps
2021-09-13,AT,Hosps
2021-09-13,BE,Hosps
2021-09-13,BG,Hosps
2021-09-13,CH,Hosps
2021-09-13,CY,Hosps
2021-09-13,CZ,Hosps
2021-09-13,DE,Hosps
2021-09-13,DK,Hosps
2021-09-13,EE,Hosps
2021-09-13,ES,Hosps
2021-09-13,FI,Hosps
2021-09-13,FR,Hosps
2021-09-13,GB,Hosps
2021-09-13,GR,Hosps
2021-09-13,HR,Hosps
2021-09-13,HU,Hosps
2021-09-13,IE,Hosps
2021-09-13,IS,Hosps
2021-09-13,IT,Hosps
2021-09-13,LI,Hosps
2021-09-13,LT,Hosps
2021-09-13,LU,Hosps
2021-09-13,LV,Hosps
2021-09-13,MT,Hosps
2021-09-13,NL,Hosps
2021-09-13,NO,Hosps
2021-09-13,PL,Hosps
2021-09-13,PT,Hosps
2021-09-13,RO,Hosps
2021-09-13,SE,Hosps
2021-09-13,SI,Hosps
2021-09-13,SK,Hosps
2021-09-18,CY,Cases
2021-09-18,LI,Cases
2021-09-18,SK,Cases
2021-09-18,AT,Deaths
2021-09-18,CY,Deaths
2021-09-18,DE,Deaths
2021-09-18,FI,Deaths
2021-09-18,GB,Deaths
2021-09-18,BE,Hosps
2021-09-18,BG,Hosps
2021-09-18,CH,Hosps
2021-09-18,CY,Hosps
2021-09-18,CZ,Hosps
2021-09-18,DK,Hosps
2021-09-18,EE,Hosps
2021-09-18,ES,Hosps
2021-09-18,FR,Hosps
2021-09-18,GB,Hosps
2021-09-18,GR,Hosps
2021-09-18,HR,Hosps
2021-09-18,IE,Hosps
2021-09-18,IS,Hosps
2021-09-18,IT,Hosps
2021-09-18,LI,Hosps
2021-09-18,LV,Hosps
2021-09-18,MT,Hosps
2021-09-18,NL,Hosps
2021-09-18,NO,Hosps
2021-09-18,PL,Hosps
2021-09-18,PT,Hosps
2021-09-18,SI,Hosps
2021-09-18,SK,Hosps
2021-09-20,AT,Hosps
2021-09-20,BE,Hosps
2021-09-20,BG,Hosps
2021-09-20,CH,Hosps
2021-09-20,CY,Hosps
2021-09-20,CZ,Hosps
2021-09-20,DE,Hosps
2021-09-20,DK,Hosps
2021-09-20,EE,Hosps
2021-09-20,ES,Hosps
2021-09-20,FI,Hosps
2021-09-20,FR,Hosps
2021-09-20,GB,Hosps
2021-09-20,GR,Hosps
2021-09-20,HR,Hosps
2021-09-20,HU,Hosps
2021-09-20,IE,Hosps
2021-09-20,IS,Hosps
2021-09-20,IT,Hosps
2021-09-20,LI,Hosps
2021-09-20,LT,Hosps
2021-09-20,LU,Hosps
2021-09-20,LV,Hosps
2021-09-20,MT,Hosps
2021-09-20,NL,Hosps
2021-09-20,NO,Hosps
2021-09-20,PL,Hosps
2021-09-20,PT,Hosps
2021-09-20,RO,Hosps
2021-09-20,SE,Hosps
2021-09-20,SI,Hosps
2021-09-20,SK,Hosps
2021-09-25,AT,Cases
2021-09-25,CY,Cases
2021-09-25,LI,Cases
2021-09-25,SK,Cases
2021-09-25,AT,Deaths
2021-09-25,CY,Deaths
2021-09-25,FI,Deaths
2021-09-25,BE,Hosps
2021-09-25,BG,Hosps
2021-09-25,CH,Hosps
2021-09-25,CY,Hosps
2021-09-25,CZ,Hosps
2021-09-25,DK,Hosps
2021-09-25,EE,Hosps
2021-09-25,ES,Hosps
2021-09-25,FR,Hosps
2021-09-25,GB,Hosps
2021-09-25,GR,Hosps
2021-09-25,HR,Hosps
2021-09-25,IE,Hosps
2021-09-25,IS,Hosps
2021-09-25,IT,Hosps
2021-09-25,LI,Hosps
2021-09-25,LV,Hosps
2021-09-25,MT,Hosps
2021-09-25,NL,Hosps
2021-09-25,NO,Hosps
2021-09-25,PL,Hosps
2021-09-25,PT,Hosps
2021-09-25,SI,Hosps
2021-09-25,SK,Hosps
2021-09-27,AT,Hosps
2021-09-27,BE,Hosps
2021-09-27,BG,Hosps
2021-09-27,CH,Hosps
2021-09-27,CY,Hosps
2021-09-27,CZ,Hosps
2021-09-27,DE,Hosps
2021-09-27,DK,Hosps
2021-09-27,EE,Hosps
2021-09-27,ES,Hosps
2021-09-27,FI,Hosps
2021-09-27,FR,Hosps
2021-09-27,GB,Hosps
2021-09-27,GR,Hosps
2021-09-27,HR,Hosps
2021-09-27,HU,Hosps
2021-09-27,IE,Hosps
2021-09-27,IS,Hosps
2021-09-27,IT,Hosps
2021-09-27,LI,Hosps
2021-09-27,LT,Hosps
2021-09-27,LU,Hosps
2021-09-27,LV,Hosps
2021-09-27,MT,Hosps
2021-09-27,NL,Hosps
2021-09-27,NO,Hosps
2021-09-27,PL,Hosps
2021-09-27,PT,Hosps
2021-09-27,RO,Hosps
2021-09-27,SE,Hosps
2021-09-27,SI,Hosps
2021-09-27,SK,Hosps
2021-10-02,LI,Cases
2021-10-02,SK,Cases
2021-10-02,AT,Deaths
2021-10-02,FI,Deaths
2021-10-02,GB,Deaths
2021-10-02,BE,Hosps
2021-10-02,BG,Hosps
2021-10-02,CH,Hosps
2021-10-02,CY,Hosps
2021-10-02,CZ,Hosps
2021-10-02,DK,Hosps
2021-10-02,EE,Hosps
2021-10-02,ES,Hosps
2021-10-02,FR,Hosps
2021-10-02,GB,Hosps
2021-10-02,GR,Hosps
2021-10-02,HR,Hosps
2021-10-02,IE,Hosps
2021-10-02,IS,Hosps
2021-10-02,IT,Hosps
2021-10-02,LI,Hosps
2021-10-02,LV,Hosps
2021-10-02,MT,Hosps
2021-10-02,NL,Hosps
2021-10-02,NO,Hosps
2021-10-02,PL,Hosps
2021-10-02,PT,Hosps
2021-10-02,SI,Hosps
2021-10-02,SK,Hosps
2021-10-04,AT,Hosps
2021-10-04,BE,Hosps
2021-10-04,BG,Hosps
2021-10-04,CH,Hosps
2021-10-04,CY,Hosps
2021-10-04,CZ,Hosps
2021-10-04,DE,Hosps
2021-10-04,DK,Hosps
2021-10-04,EE,Hosps
2021-10-04,ES,Hosps
2021-10-04,FI,Hosps
2021-10-04,FR,Hosps
2021-10-04,GB,Hosps
2021-10-04,GR,Hosps
2021-10-04,HR,Hosps
2021-10-04,HU,Hosps
2021-10-04,IE,Hosps
2021-10-04,IS,Hosps
2021-10-04,IT,Hosps
2021-10-04,LI,Hosps
2021-10-04,LT,Hosps
2021-10-04,LU,Hosps
2021-10-04,LV,Hosps
2021-10-04,MT,Hosps
2021-10-04,NL,Hosps
2021-10-04,NO,Hosps
2021-10-04,PL,Hosps
2021-10-04,PT,Hosps
2021-10-04,RO,Hosps
2021-10-04,SE,Hosps
2021-10-04,SI,Hosps
2021-10-04,SK,Hosps
2021-10-09,FI,Cases
2021-10-09,LI,Cases
2021-10-09,NL,Cases
2021-10-09,SK,Cases
2021-10-09,AT,Deaths
2021-10-09,FI,Deaths
2021-10-09,GB,Deaths
2021-10-09,BE,Hosps
2021-10-09,BG,Hosps
2021-10-09,CH,Hosps
2021-10-09,CY,Hosps
2021-10-09,CZ,Hosps
2021-10-09,DK,Hosps
2021-10-09,EE,Hosps
2021-10-09,ES,Hosps
2021-10-09,FR,Hosps
2021-10-09,GB,Hosps
2021-10-09,GR,Hosps
2021-10-09,HR,Hosps
2021-10-09,IE,Hosps
2021-10-09,IS,Hosps
2021-10-09,IT,Hosps
2021-10-09,LI,Hosps
2021-10-09,LV,Hosps
2021-10-09,MT,Hosps
2021-10-09,NL,Hosps
2021-10-09,NO,Hosps
2021-10-09,PL,Hosps
2021-10-09,PT,Hosps
2021-10-09,SI,Hosps
2021-10-09,SK,Hosps
2021-10-11,AT,Hosps
2021-10-11,BE,Hosps
2021-10-11,BG,Hosps
2021-10-11,CH,Hosps
2021-10-11,CY,Hosps
2021-10-11,CZ,Hosps
2021-10-11,DE,Hosps
2021-10-11,DK,Hosps
2021-10-11,EE,Hosps
2021-10-11,ES,Hosps
2021-10-11,FI,Hosps
2021-10-11,FR,Hosps
2021-10-11,GB,Hosps
2021-10-11,GR,Hosps
2021-10-11,HR,Hosps
2021-10-11,HU,Hosps
2021-10-11,IE,Hosps
2021-10-11,IS,Hosps
2021-10-11,IT,Hosps
2021-10-11,LI,Hosps
2021-10-11,LT,Hosps
2021-10-11,LU,Hosps
2021-10-11,LV,Hosps
2021-10-11,MT,Hosps
2021-10-11,NL,Hosps
2021-10-11,NO,Hosps
2021-10-11,PL,Hosps
2021-10-11,PT,Hosps
2021-10-11,RO,Hosps
2021-10-11,SE,Hosps
2021-10-11,SI,Hosps
2021-10-11,SK,Hosps
2021-10-16,FI,Cases
2021-10-16,NL,Cases
2021-10-16,SK,Cases
2021-10-16,AT,Deaths
2021-10-16,FI,Deaths
2021-10-16,GB,Deaths
2021-10-16,BE,Hosps
2021-10-16,BG,Hosps
2021-10-16,CH,Hosps
2021-10-16,CY,Hosps
2021-10-16,CZ,Hosps
2021-10-16,DK,Hosps
2021-10-16,EE,Hosps
2021-10-16,ES,Hosps
2021-10-16,FR,Hosps
2021-10-16,GB,Hosps
2021-10-16,GR,Hosps
2021-10-16,HR,Hosps
2021-10-16,IE,Hosps
2021-10-16,IS,Hosps
2021-10-16,IT,Hosps
2021-10-16,LI,Hosps
2021-10-16,LV,Hosps
2021-10-16,MT,Hosps
2021-10-16,NL,Hosps
2021-10-16,NO,Hosps
2021-10-16,PL,Hosps
2021-10-16,PT,Hosps
2021-10-16,SI,Hosps
2021-10-16,SK,Hosps
2021-10-18,AT,Hosps
2021-10-18,BE,Hosps
2021-10-18,BG,Hosps
2021-10-18,CH,Hosps
2021-10-18,CY,Hosps
2021-10-18,CZ,Hosps
2021-10-18,DE,Hosps
2021-10-18,DK,Hosps
2021-10-18,EE,Hosps
2021-10-18,ES,Hosps
2021-10-18,FI,Hosps
2021-10-18,FR,Hosps
2021-10-18,GB,Hosps
2021-10-18,GR,Hosps
2021-10-18,HR,Hosps
2021-10-18,HU,Hosps
2021-10-18,IE,Hosps
2021-10-18,IS,Hosps
2021-10-18,IT,Hosps
2021-10-18,LI,Hosps
2021-10-18,LT,Hosps
2021-10-18,LU,Hosps
2021-10-18,LV,Hosps
2021-10-18,MT,Hosps
2021-10-18,NL,Hosps
2021-10-18,NO,Hosps
2021-10-18,PL,Hosps
2021-10-18,PT,Hosps
2021-10-18,RO,Hosps
2021-10-18,SE,Hosps
2021-10-18,SI,Hosps
2021-10-18,SK,Hosps
2021-10-23,DE,Cases
2021-10-23,FI,Cases
2021-10-23,NL,Cases
2021-10-23,SK,Cases
2021-10-23,AT,Deaths
2021-10-23,FI,Deaths
2021-10-23,GB,Deaths
2021-10-23,BE,Hosps
2021-10-23,BG,Hosps
2021-10-23,CH,Hosps
2021-10-23,CY,Hosps
2021-10-23,CZ,Hosps
2021-10-23,DK,Hosps
2021-10-23,EE,Hosps
2021-10-23,ES,Hosps
2021-10-23,FR,Hosps
2021-10-23,GB,Hosps
2021-10-23,GR,Hosps
2021-10-23,HR,Hosps
2021-10-23,IE,Hosps
2021-10-23,IS,Hosps
2021-10-23,IT,Hosps
2021-10-23,LI,Hosps
2021-10-23,LV,Hosps
2021-10-23,MT,Hosps
2021-10-23,NL,Hosps
2021-10-23,NO,Hosps
2021-10-23,PL,Hosps
2021-10-23,PT,Hosps
2021-10-23,SI,Hosps
2021-10-23,SK,Hosps
2021-10-25,AT,Hosps
2021-10-25,BE,Hosps
2021-10-25,BG,Hosps
2021-10-25,CH,Hosps
2021-10-25,CY,Hosps
2021-10-25,CZ,Hosps
2021-10-25,DE,Hosps
2021-10-25,DK,Hosps
2021-10-25,EE,Hosps
2021-10-25,ES,Hosps
2021-10-25,FI,Hosps
2021-10-25,FR,Hosps
2021-10-25,GB,Hosps
2021-10-25,GR,Hosps
2021-10-25,HR,Hosps
2021-10-25,HU,Hosps
2021-10-25,IE,Hosps
2021-10-25,IS,Hosps
2021-10-25,IT,Hosps
2021-10-25,LI,Hosps
2021-10-25,LT,Hosps
2021-10-25,LU,Hosps
2021-10-25,LV,Hosps
2021-10-25,MT,Hosps
2021-10-25,NL,Hosps
2021-10-25,NO,Hosps
2021-10-25,PL,Hosps
2021-10-25,PT,Hosps
2021-10-25,RO,Hosps
2021-10-25,SE,Hosps
2021-10-25,SI,Hosps
2021-10-25,SK,Hosps
2021-10-30,AT,Cases
2021-10-30,DE,Cases
2021-10-30,FI,Cases
2021-10-30,SK,Cases
2021-10-30,AT,Deaths
2021-10-30,FI,Deaths
2021-10-30,GB,Deaths
2021-10-30,BE,Hosps
2021-10-30,BG,Hosps
2021-10-30,CH,Hosps
2021-10-30,CY,Hosps
2021-10-30,CZ,Hosps
2021-10-30,DK,Hosps
2021-10-30,EE,Hosps
2021-10-30,ES,Hosps
2021-10-30,FR,Hosps
2021-10-30,GB,Hosps
2021-10-30,GR,Hosps
2021-10-30,HR,Hosps
2021-10-30,IE,Hosps
2021-10-30,IS,Hosps
2021-10-30,IT,Hosps
2021-10-30,LV,Hosps
2021-10-30,MT,Hosps
2021-10-30,NL,Hosps
2021-10-30,NO,Hosps
2021-10-30,PT,Hosps
2021-10-30,SI,Hosps
2021-10-30,SK,Hosps
2021-11-01,AT,Hosps
2021-11-01,BE,Hosps
2021-11-01,BG,Hosps
2021-11-01,CH,Hosps
2021-11-01,CY,Hosps
2021-11-01,CZ,Hosps
2021-11-01,DE,Hosps
2021-11-01,DK,Hosps
2021-11-01,EE,Hosps
2021-11-01,ES,Hosps
2021-11-01,FI,Hosps
2021-11-01,FR,Hosps
2021-11-01,GB,Hosps
2021-11-01,GR,Hosps
2021-11-01,HR,Hosps
2021-11-01,HU,Hosps
2021-11-01,IE,Hosps
2021-11-01,IS,Hosps
2021-11-01,IT,Hosps
2021-11-01,LI,Hosps
2021-11-01,LT,Hosps
2021-11-01,LU,Hosps
2021-11-01,LV,Hosps
2021-11-01,MT,Hosps
2021-11-01,NL,Hosps
2021-11-01,NO,Hosps
2021-11-01,PL,Hosps
2021-11-01,PT,Hosps
2021-11-01,RO,Hosps
2021-11-01,SE,Hosps
2021-11-01,SI,Hosps
2021-11-01,SK,Hosps
2021-11-06,AT,Cases
2021-11-06,DE,Cases
2021-11-06,DK,Cases
2021-11-06,NL,Cases
2021-11-06,SK,Cases
2021-11-06,AT,Deaths
2021-11-06,DE,Deaths
2021-11-06,DK,Deaths
2021-11-06,FI,Deaths
2021-11-06,BE,Hosps
2021-11-06,BG,Hosps
2021-11-06,CH,Hosps
2021-11-06,CY,Hosps
2021-11-06,CZ,Hosps
2021-11-06,DK,Hosps
2021-11-06,EE,Hosps
2021-11-06,ES,Hosps
2021-11-06,FR,Hosps
2021-11-06,GB,Hosps
2021-11-06,GR,Hosps
2021-11-06,HR,Hosps
2021-11-06,IE,Hosps
2021-11-06,IS,Hosps
2021-11-06,LV,Hosps
2021-11-06,MT,Hosps
2021-11-06,NL,Hosps
2021-11-06,NO,Hosps
2021-11-06,SI,Hosps
2021-11-06,SK,Hosps
2021-11-07,CH,Hosps
2021-11-13,DE,Cases
2021-11-13,FI,Cases
2021-11-13,SK,Cases
2021-11-13,AT,Deaths
2021-11-13,DE,Deaths
2021-11-13,FI,Deaths
2021-11-13,BE,Hosps
2021-11-13,BG,Hosps
2021-11-13,CH,Hosps
2021-11-13,CY,Hosps
2021-11-13,CZ,Hosps
2021-11-13,DK,Hosps
2021-11-13,EE,Hosps
2021-11-13,ES,Hosps
2021-11-13,FR,Hosps
2021-11-13,GB,Hosps
2021-11-13,GR,Hosps
2021-11-13,HR,Hosps
2021-11-13,IE,Hosps
2021-11-13,IS,Hosps
2021-11-13,LV,Hosps
2021-11-13,MT,Hosps
2021-11-13,NL,Hosps
2021-11-13,NO,Hosps
2021-11-13,SI,Hosps
2021-11-13,SK,Hosps
2021-11-20,DE,Cases
2021-11-20,FI,Cases
2021-11-20,NL,Cases
2021-11-20,AT,Deaths
2021-11-20,FI,Deaths
2021-11-20,BE,Hosps
2021-11-20,BG,Hosps
2021-11-20,CH,Hosps
2021-11-20,CY,Hosps
2021-11-20,CZ,Hosps
2021-11-20,DK,Hosps
2021-11-20,EE,Hosps
2021-11-20,ES,Hosps
2021-11-20,FR,Hosps
2021-11-20,GB,Hosps
2021-11-20,GR,Hosps
2021-11-20,HR,Hosps
2021-11-20,IE,Hosps
2021-11-20,IS,Hosps
2021-11-20,LI,Hosps
2021-11-20,LV,Hosps
2021-11-20,MT,Hosps
2021-11-20,NL,Hosps
2021-11-20,NO,Hosps
2021-11-20,SI,Hosps
2021-11-20,SK,Hosps
2021-11-27,FI,Cases
2021-11-27,AT,Deaths
2021-11-27,GB,Deaths
2021-11-27,BE,Hosps
2021-11-27,BG,Hosps
2021-11-27,CH,Hosps
2021-11-27,CY,Hosps
2021-11-27,CZ,Hosps
2021-11-27,DK,Hosps
2021-11-27,EE,Hosps
2021-11-27,FR,Hosps
2021-11-27,GB,Hosps
2021-11-27,GR,Hosps
2021-11-27,HR,Hosps
2021-11-27,IE,Hosps
2021-11-27,IS,Hosps
2021-11-27,LI,Hosps
2021-11-27,LV,Hosps
2021-11-27,MT,Hosps
2021-11-27,NL,Hosps
2021-11-27,NO,Hosps
2021-11-27,SI,Hosps
2021-11-27,SK,Hosps
2021-12-04,AT,Cases
2021-12-04,AT,Deaths
2021-12-04,FI,Deaths
2021-12-04,GB,Deaths
2021-12-04,BE,Hosps
2021-12-04,BG,Hosps
2021-12-04,CH,Hosps
2021-12-04,CY,Hosps
2021-12-04,CZ,Hosps
2021-12-04,DK,Hosps
2021-12-04,EE,Hosps
2021-12-04,FR,Hosps
2021-12-04,GB,Hosps
2021-12-04,GR,Hosps
2021-12-04,HR,Hosps
2021-12-04,IE,Hosps
2021-12-04,IS,Hosps
2021-12-04,LI,Hosps
2021-12-04,LV,Hosps
2021-12-04,MT,Hosps
2021-12-04,NO,Hosps
2021-12-04,SI,Hosps
2021-12-04,SK,Hosps
2021-12-11,AT,Cases
2021-12-11,FR,Cases
2021-12-11,AT,Deaths
2021-12-11,DE,Deaths
2021-12-11,FI,Deaths
2021-12-11,FR,Deaths
2021-12-11,GB,Deaths
2021-12-11,BE,Hosps
2021-12-11,BG,Hosps
2021-12-11,CH,Hosps
2021-12-11,CY,Hosps
2021-12-11,CZ,Hosps
2021-12-11,DK,Hosps
2021-12-11,EE,Hosps
2021-12-11,FR,Hosps
2021-12-11,GB,Hosps
2021-12-11,GR,Hosps
2021-12-11,HR,Hosps
2021-12-11,IE,Hosps
2021-12-11,IS,Hosps
2021-12-11,LI,Hosps
2021-12-11,LV,Hosps
2021-12-11,MT,Hosps
2021-12-11,NO,Hosps
2021-12-11,SI,Hosps
2021-12-11,SK,Hosps
2021-12-18,DE,Cases
2021-12-18,DE,Deaths
2021-12-18,FI,Deaths
2021-12-18,GB,Deaths
2021-12-18,BE,Hosps
2021-12-18,BG,Hosps
2021-12-18,CH,Hosps
2021-12-18,CY,Hosps
2021-12-18,CZ,Hosps
2021-12-18,DK,Hosps
2021-12-18,EE,Hosps
2021-12-18,FR,Hosps
2021-12-18,GB,Hosps
2021-12-18,GR,Hosps
2021-12-18,HR,Hosps
2021-12-18,IE,Hosps
2021-12-18,IS,Hosps
2021-12-18,LI,Hosps
2021-12-18,LV,Hosps
2021-12-18,MT,Hosps
2021-12-18,NO,Hosps
2021-12-18,SI,Hosps
2021-12-18,SK,Hosps
2021-12-25,DE,Cases
2021-12-25,DK,Cases
2021-12-25,FI,Cases
2021-12-25,AT,Deaths
2021-12-25,DK,Deaths
2021-12-25,FI,Deaths
2021-12-25,GB,Deaths
2021-12-25,BE,Hosps
2021-12-25,BG,Hosps
2021-12-25,CH,Hosps
2021-12-25,CY,Hosps
2021-12-25,CZ,Hosps
2021-12-25,DK,Hosps
2021-12-25,EE,Hosps
2021-12-25,FR,Hosps
2021-12-25,GB,Hosps
2021-12-25,GR,Hosps
2021-12-25,HR,Hosps
2021-12-25,IE,Hosps
2021-12-25,IS,Hosps
2021-12-25,LI,Hosps
2021-12-25,LV,Hosps
2021-12-25,MT,Hosps
2021-12-25,NO,Hosps
2021-12-25,SI,Hosps
2021-12-25,SK,Hosps
2022-01-01,AT,Cases
2022-01-01,DE,Cases
2022-01-01,FI,Cases
2022-01-01,AT,Deaths
2022-01-01,FI,Deaths
2022-01-01,GB,Deaths
2022-01-01,BE,Hosps
2022-01-01,BG,Hosps
2022-01-01,CH,Hosps
2022-01-01,CY,Hosps
2022-01-01,CZ,Hosps
2022-01-01,EE,Hosps
2022-01-01,FR,Hosps
2022-01-01,GB,Hosps
2022-01-01,GR,Hosps
2022-01-01,HR,Hosps
2022-01-01,IE,Hosps
2022-01-01,IS,Hosps
2022-01-01,LI,Hosps
2022-01-01,LV,Hosps
2022-01-01,MT,Hosps
2022-01-01,NO,Hosps
2022-01-01,SI,Hosps
2022-01-01,SK,Hosps
2022-01-08,AT,Cases
2022-01-08,DE,Cases
2022-01-08,FI,Cases
2022-01-08,LT,Cases
2022-01-08,NL,Cases
2022-01-08,PT,Cases
2022-01-08,AT,Deaths
2022-01-08,FI,Deaths
2022-01-08,GB,Deaths
2022-01-08,PT,Deaths
2022-01-08,BE,Hosps
2022-01-08,BG,Hosps
2022-01-08,CH,Hosps
2022-01-08,CY,Hosps
2022-01-08,CZ,Hosps
2022-01-08,EE,Hosps
2022-01-08,FR,Hosps
2022-01-08,GB,Hosps
2022-01-08,GR,Hosps
2022-01-08,HR,Hosps
2022-01-08,IE,Hosps
2022-01-08,IS,Hosps
2022-01-08,LI,Hosps
2022-01-08,LV,Hosps
2022-01-08,MT,Hosps
2022-01-08,NO,Hosps
2022-01-08,SI,Hosps
2022-01-08,SK,Hosps
2022-01-15,AT,Cases
2022-01-15,DE,Cases
2022-01-15,FI,Cases
2022-01-15,LT,Cases
2022-01-15,FI,Deaths
2022-01-15,GB,Deaths
2022-01-15,BE,Hosps
2022-01-15,BG,Hosps
2022-01-15,CH,Hosps
2022-01-15,CY,Hosps
2022-01-15,CZ,Hosps
2022-01-15,EE,Hosps
2022-01-15,FR,Hosps
2022-01-15,GB,Hosps
2022-01-15,GR,Hosps
2022-01-15,HR,Hosps
2022-01-15,IE,Hosps
2022-01-15,IS,Hosps
2022-01-15,LI,Hosps
2022-01-15,LV,Hosps
2022-01-15,MT,Hosps
2022-01-15,NO,Hosps
2022-01-15,SI,Hosps
2022-01-15,SK,Hosps
2022-01-22,AT,Cases
2022-01-22,CZ,Cases
2022-01-22,DE,Cases
2022-01-22,FI,Cases
2022-01-22,LT,Cases
2022-01-22,AT,Deaths
2022-01-22,FI,Deaths
2022-01-22,GB,Deaths
2022-01-22,BE,Hosps
2022-01-22,BG,Hosps
2022-01-22,CH,Hosps
2022-01-22,CY,Hosps
2022-01-22,CZ,Hosps
2022-01-22,EE,Hosps
2022-01-22,FR,Hosps
2022-01-22,GB,Hosps
2022-01-22,GR,Hosps
2022-01-22,HR,Hosps
2022-01-22,IE,Hosps
2022-01-22,IS,Hosps
2022-01-22,LI,Hosps
2022-01-22,LV,Hosps
2022-01-22,MT,Hosps
2022-01-22,NO,Hosps
2022-01-22,SI,Hosps
2022-01-22,SK,Hosps
2022-01-29,AT,Cases
2022-01-29,CZ,Cases
2022-01-29,DE,Cases
2022-01-29,LT,Cases
2022-01-29,AT,Deaths
2022-01-29,GB,Deaths
2022-01-29,BE,Hosps
2022-01-29,BG,Hosps
2022-01-29,CH,Hosps
2022-01-29,CY,Hosps
2022-01-29,CZ,Hosps
2022-01-29,DK,Hosps
2022-01-29,EE,Hosps
2022-01-29,FR,Hosps
2022-01-29,GB,Hosps
2022-01-29,GR,Hosps
2022-01-29,HR,Hosps
2022-01-29,IE,Hosps
2022-01-29,IS,Hosps
2022-01-29,LI,Hosps
