target_end_date,location,target_type
2022-01-29,LV,Hosps
2022-01-29,MT,Hosps
2022-01-29,NO,Hosps
2022-01-29,SI,Hosps
2022-01-29,SK,Hosps
2022-02-05,CZ,Cases
2022-02-05,ES,Cases
2022-02-05,LT,Cases
2022-02-05,PT,Cases
2022-02-05,AT,Deaths
2022-02-05,ES,Deaths
2022-02-05,GB,Deaths
2022-02-05,BE,Hosps
2022-02-05,BG,Hosps
2022-02-05,CH,Hosps
2022-02-05,CY,Hosps
2022-02-05,CZ,Hosps
2022-02-05,DK,Hosps
2022-02-05,EE,Hosps
2022-02-05,FR,Hosps
2022-02-05,GB,Hosps
2022-02-05,GR,Hosps
2022-02-05,HR,Hosps
2022-02-05,IE,Hosps
2022-02-05,IS,Hosps
2022-02-05,LV,Hosps
2022-02-05,MT,Hosps
2022-02-05,NO,Hosps
2022-02-05,SI,Hosps
2022-02-05,SK,Hosps
2022-02-12,CZ,Cases
2022-02-12,ES,Cases
2022-02-12,LT,Cases
2022-02-12,PL,Cases
2022-02-12,PT,Cases
2022-02-12,ES,Deaths
2022-02-12,GB,Deaths
2022-02-12,BE,Hosps
2022-02-12,BG,Hosps
2022-02-12,CH,Hosps
2022-02-12,CY,Hosps
2022-02-12,CZ,Hosps
2022-02-12,DK,Hosps
2022-02-12,EE,Hosps
2022-02-12,FR,Hosps
2022-02-12,GB,Hosps
2022-02-12,GR,Hosps
2022-02-12,HR,Hosps
2022-02-12,IE,Hosps
2022-02-12,IS,Hosps
2022-02-12,LI,Hosps
2022-02-12,LV,Hosps
2022-02-12,MT,Hosps
2022-02-12,NO,Hosps
2022-02-12,SI,Hosps
2022-02-12,SK,Hosps
2022-02-19,CZ,Cases
2022-02-19,LT,Cases
2022-02-19,NL,Cases
2022-02-19,PL,Cases
2022-02-19,PT,Cases
2022-02-19,GB,Deaths
2022-02-19,BE,Hosps
2022-02-19,BG,Hosps
2022-02-19,CH,Hosps
2022-02-19,CY,Hosps
2022-02-19,CZ,Hosps
2022-02-19,DK,Hosps
2022-02-19,EE,Hosps
2022-02-19,FR,Hosps
2022-02-19,GB,Hosps
2022-02-19,GR,Hosps
2022-02-19,HR,Hosps
2022-02-19,IE,Hosps
2022-02-19,IS,Hosps
2022-02-19,LI,Hosps
2022-02-19,LV,Hosps
2022-02-19,MT,Hosps
2022-02-19,NO,Hosps
2022-02-19,SI,Hosps
2022-02-19,SK,Hosps
2022-02-26,CZ,Cases
2022-02-26,LT,Cases
2022-02-26,NL,Cases
2022-02-26,PT,Cases
2022-02-26,NL,Deaths
2022-02-26,BE,Hosps
2022-02-26,BG,Hosps
2022-02-26,CH,Hosps
2022-02-26,CY,Hosps
2022-02-26,CZ,Hosps
2022-02-26,DK,Hosps
2022-02-26,EE,Hosps
2022-02-26,FR,Hosps
2022-02-26,GB,Hosps
2022-02-26,GR,Hosps
2022-02-26,HR,Hosps
2022-02-26,IE,Hosps
2022-02-26,IS,Hosps
2022-02-26,LI,Hosps
2022-02-26,LV,Hosps
2022-02-26,MT,Hosps
2022-02-26,NO,Hosps
2022-02-26,SI,Hosps
2022-02-26,SK,Hosps
2022-03-05,CZ,Cases
2022-03-05,LT,Cases
2022-03-05,NL,Cases
2022-03-05,LT,Deaths
2022-03-05,NL,Deaths
2022-03-05,BE,Hosps
2022-03-05,BG,Hosps
2022-03-05,CH,Hosps
2022-03-05,CY,Hosps
2022-03-05,CZ,Hosps
2022-03-05,DK,Hosps
2022-03-05,EE,Hosps
2022-03-05,FR,Hosps
2022-03-05,GB,Hosps
2022-03-05,GR,Hosps
2022-03-05,HR,Hosps
2022-03-05,IE,Hosps
2022-03-05,IS,Hosps
2022-03-05,LI,Hosps
2022-03-05,LV,Hosps
2022-03-05,MT,Hosps
2022-03-05,NO,Hosps
2022-03-05,SI,Hosps
2022-03-05,SK,Hosps
2022-03-12,CZ,Cases
2022-03-12,LT,Cases
2022-03-12,PT,Cases
2022-03-12,GB,Deaths
2022-03-12,LT,Deaths
2022-03-12,BE,Hosps
2022-03-12,BG,Hosps
2022-03-12,CH,Hosps
2022-03-12,CY,Hosps
2022-03-12,CZ,Hosps
2022-03-12,EE,Hosps
2022-03-12,FR,Hosps
2022-03-12,GB,Hosps
2022-03-12,GR,Hosps
2022-03-12,HR,Hosps
2022-03-12,IE,Hosps
2022-03-12,IS,Hosps
2022-03-12,LI,Hosps
2022-03-12,LV,Hosps
2022-03-12,MT,Hosps
2022-03-12,NO,Hosps
2022-03-12,SI,Hosps
2022-03-12,SK,Hosps
2022-03-19,CZ,Cases
2022-03-19,LT,Cases
2022-03-19,PT,Cases
2022-03-19,AT,Deaths
2022-03-19,GB,Deaths
2022-03-19,BE,Hosps
2022-03-19,BG,Hosps
2022-03-19,CH,Hosps
2022-03-19,CY,Hosps
2022-03-19,CZ,Hosps
2022-03-19,DK,Hosps
2022-03-19,EE,Hosps
2022-03-19,FR,Hosps
2022-03-19,GB,Hosps
2022-03-19,GR,Hosps
2022-03-19,HR,Hosps
2022-03-19,IE,Hosps
2022-03-19,LI,Hosps
2022-03-19,LV,Hosps
2022-03-19,MT,Hosps
2022-03-19,NO,Hosps
2022-03-19,SI,Hosps
2022-03-19,SK,Hosps
2022-03-26,AT,Cases
2022-03-26,CZ,Cases
2022-03-26,DE,Cases
2022-03-26,LT,Cases
2022-03-26,PT,Cases
2022-03-26,DE,Deaths
2022-03-26,GB,Deaths
2022-03-26,BE,Hosps
2022-03-26,BG,Hosps
2022-03-26,CH,Hosps
2022-03-26,CY,Hosps
2022-03-26,CZ,Hosps
2022-03-26,DK,Hosps
2022-03-26,EE,Hosps
2022-03-26,FR,Hosps
2022-03-26,GB,Hosps
2022-03-26,GR,Hosps
2022-03-26,HR,Hosps
2022-03-26,IE,Hosps
2022-03-26,LI,Hosps
2022-03-26,LV,Hosps
2022-03-26,MT,Hosps
2022-03-26,NO,Hosps
2022-03-26,SI,Hosps
2022-03-26,SK,Hosps
2022-04-02,AT,Cases
2022-04-02,CZ,Cases
2022-04-02,LT,Cases
2022-04-02,GB,Deaths
2022-04-02,BE,Hosps
2022-04-02,BG,Hosps
2022-04-02,CH,Hosps
2022-04-02,CY,Hosps
2022-04-02,CZ,Hosps
2022-04-02,DK,Hosps
2022-04-02,EE,Hosps
2022-04-02,FR,Hosps
2022-04-02,GB,Hosps
2022-04-02,GR,Hosps
2022-04-02,HR,Hosps
2022-04-02,IE,Hosps
2022-04-02,LI,Hosps
2022-04-02,LV,Hosps
2022-04-02,MT,Hosps
2022-04-02,NO,Hosps
2022-04-02,SI,Hosps
2022-04-02,SK,Hosps
2022-04-09,AT,Cases
2022-04-09,CZ,Cases
2022-04-09,ES,Cases
2022-04-09,LT,Cases
2022-04-09,ES,Deaths
2022-04-09,GB,Deaths
2022-04-09,BE,Hosps
2022-04-09,BG,Hosps
2022-04-09,CH,Hosps
2022-04-09,CY,Hosps
2022-04-09,CZ,Hosps
2022-04-09,DK,Hosps
2022-04-09,EE,Hosps
2022-04-09,FR,Hosps
2022-04-09,GB,Hosps
2022-04-09,GR,Hosps
2022-04-09,HR,Hosps
2022-04-09,IE,Hosps
2022-04-09,LI,Hosps
2022-04-09,LV,Hosps
2022-04-09,MT,Hosps
2022-04-09,NO,Hosps
2022-04-09,SI,Hosps
2022-04-09,SK,Hosps
2022-04-16,AT,Cases
2022-04-16,CZ,Cases
2022-04-16,ES,Cases
2022-04-16,LT,Cases
2022-04-16,PT,Cases
2022-04-16,AT,Deaths
2022-04-16,GB,Deaths
2022-04-16,BE,Hosps
2022-04-16,BG,Hosps
2022-04-16,CH,Hosps
2022-04-16,CY,Hosps
2022-04-16,CZ,Hosps
2022-04-16,DK,Hosps
2022-04-16,EE,Hosps
2022-04-16,FR,Hosps
2022-04-16,GB,Hosps
2022-04-16,GR,Hosps
2022-04-16,HR,Hosps
2022-04-16,IE,Hosps
2022-04-16,LI,Hosps
2022-04-16,LV,Hosps
2022-04-16,MT,Hosps
2022-04-16,NO,Hosps
2022-04-16,SI,Hosps
2022-04-16,SK,Hosps
2022-04-23,CZ,Cases
2022-04-23,ES,Cases
2022-04-23,LT,Cases
2022-04-23,PT,Cases
2022-04-23,AT,Deaths
2022-04-23,ES,Deaths
2022-04-23,GB,Deaths
2022-04-23,BE,Hosps
2022-04-23,BG,Hosps
2022-04-23,CH,Hosps
2022-04-23,CY,Hosps
2022-04-23,CZ,Hosps
2022-04-23,DK,Hosps
2022-04-23,EE,Hosps
2022-04-23,FR,Hosps
2022-04-23,GB,Hosps
2022-04-23,GR,Hosps
2022-04-23,HR,Hosps
2022-04-23,IE,Hosps
2022-04-23,LI,Hosps
2022-04-23,LV,Hosps
2022-04-23,MT,Hosps
2022-04-23,NO,Hosps
2022-04-23,SI,Hosps
2022-04-23,SK,Hosps
2022-04-30,AT,Cases
2022-04-30,CZ,Cases
2022-04-30,ES,Cases
2022-04-30,LT,Cases
2022-04-30,PT,Cases
2022-04-30,ES,Deaths
2022-04-30,GB,Deaths
2022-04-30,BE,Hosps
2022-04-30,BG,Hosps
2022-04-30,CH,Hosps
2022-04-30,CY,Hosps
2022-04-30,CZ,Hosps
2022-04-30,DK,Hosps
2022-04-30,EE,Hosps
2022-04-30,FR,Hosps
2022-04-30,GB,Hosps
2022-04-30,GR,Hosps
2022-04-30,HR,Hosps
2022-04-30,IE,Hosps
2022-04-30,LV,Hosps
2022-04-30,MT,Hosps
2022-04-30,NO,Hosps
2022-04-30,SI,Hosps
2022-04-30,SK,Hosps
2022-05-07,CZ,Cases
2022-05-07,ES,Cases
2022-05-07,LT,Cases
2022-05-07,PT,Cases
2022-05-07,AT,Deaths
2022-05-07,ES,Deaths
2022-05-07,GB,Deaths
2022-05-07,LT,Deaths
2022-05-07,BE,Hosps
2022-05-07,BG,Hosps
2022-05-07,CH,Hosps
2022-05-07,CY,Hosps
2022-05-07,CZ,Hosps
2022-05-07,DK,Hosps
2022-05-07,EE,Hosps
2022-05-07,FR,Hosps
2022-05-07,GB,Hosps
2022-05-07,GR,Hosps
2022-05-07,HR,Hosps
2022-05-07,IE,Hosps
2022-05-07,LI,Hosps
2022-05-07,LV,Hosps
2022-05-07,MT,Hosps
2022-05-07,NL,Hosps
2022-05-07,NO,Hosps
2022-05-07,SI,Hosps
2022-05-07,SK,Hosps
2022-05-14,CZ,Cases
2022-05-14,LT,Cases
2022-05-14,LU,Cases
2022-05-14,PT,Cases
2022-05-14,AT,Deaths
2022-05-14,GB,Deaths
2022-05-14,LT,Deaths
2022-05-14,BE,Hosps
2022-05-14,BG,Hosps
2022-05-14,CH,Hosps
2022-05-14,CY,Hosps
2022-05-14,CZ,Hosps
2022-05-14,DK,Hosps
2022-05-14,EE,Hosps
2022-05-14,FR,Hosps
2022-05-14,GB,Hosps
2022-05-14,GR,Hosps
2022-05-14,HR,Hosps
2022-05-14,IE,Hosps
2022-05-14,LV,Hosps
2022-05-14,MT,Hosps
2022-05-14,NO,Hosps
2022-05-14,SI,Hosps
2022-05-14,SK,Hosps
2022-05-21,CZ,Cases
2022-05-21,LT,Cases
2022-05-21,LU,Cases
2022-05-21,PT,Cases
2022-05-21,GB,Deaths
2022-05-21,LT,Deaths
2022-05-21,LU,Deaths
2022-05-21,BE,Hosps
2022-05-21,BG,Hosps
2022-05-21,CH,Hosps
2022-05-21,CY,Hosps
2022-05-21,CZ,Hosps
2022-05-21,DK,Hosps
2022-05-21,EE,Hosps
2022-05-21,FR,Hosps
2022-05-21,GB,Hosps
2022-05-21,GR,Hosps
2022-05-21,HR,Hosps
2022-05-21,IE,Hosps
2022-05-21,LI,Hosps
2022-05-21,LV,Hosps
2022-05-21,MT,Hosps
2022-05-21,NO,Hosps
2022-05-21,SI,Hosps
2022-05-21,SK,Hosps
2022-05-28,CZ,Cases
2022-05-28,LT,Cases
2022-05-28,LU,Cases
2022-05-28,GB,Deaths
2022-05-28,LT,Deaths
2022-05-28,LU,Deaths
2022-05-28,BE,Hosps
2022-05-28,BG,Hosps
2022-05-28,CH,Hosps
2022-05-28,CY,Hosps
2022-05-28,CZ,Hosps
2022-05-28,EE,Hosps
2022-05-28,FR,Hosps
2022-05-28,GB,Hosps
2022-05-28,GR,Hosps
2022-05-28,HR,Hosps
2022-05-28,IE,Hosps
2022-05-28,LV,Hosps
2022-05-28,MT,Hosps
2022-05-28,NO,Hosps
2022-05-28,SI,Hosps
2022-05-28,SK,Hosps
2022-06-04,CZ,Cases
2022-06-04,LT,Cases
2022-06-04,GB,Deaths
2022-06-04,BE,Hosps
2022-06-04,BG,Hosps
2022-06-04,CH,Hosps
2022-06-04,CY,Hosps
2022-06-04,CZ,Hosps
2022-06-04,EE,Hosps
2022-06-04,FR,Hosps
2022-06-04,GB,Hosps
2022-06-04,GR,Hosps
2022-06-04,HR,Hosps
2022-06-04,IE,Hosps
2022-06-04,LV,Hosps
2022-06-04,MT,Hosps
2022-06-04,NO,Hosps
2022-06-04,SI,Hosps
2022-06-04,SK,Hosps
2022-06-11,CZ,Cases
2022-06-11,LT,Cases
2022-06-11,GB,Deaths
2022-06-11,LT,Deaths
2022-06-11,BE,Hosps
2022-06-11,BG,Hosps
2022-06-11,CH,Hosps
2022-06-11,CY,Hosps
2022-06-11,CZ,Hosps
2022-06-11,EE,Hosps
2022-06-11,FR,Hosps
2022-06-11,GB,Hosps
2022-06-11,GR,Hosps
2022-06-11,HR,Hosps
2022-06-11,IE,Hosps
2022-06-11,LI,Hosps
2022-06-11,LV,Hosps
2022-06-11,MT,Hosps
2022-06-11,NO,Hosps
2022-06-11,SI,Hosps
2022-06-11,SK,Hosps
2022-06-18,CZ,Cases
2022-06-18,LT,Cases
2022-06-18,RO,Cases
2022-06-18,GB,Deaths
2022-06-18,LT,Deaths
2022-06-18,BE,Hosps
2022-06-18,BG,Hosps
2022-06-18,CH,Hosps
2022-06-18,CY,Hosps
2022-06-18,CZ,Hosps
2022-06-18,EE,Hosps
2022-06-18,FR,Hosps
2022-06-18,GB,Hosps
2022-06-18,GR,Hosps
2022-06-18,HR,Hosps
2022-06-18,IE,Hosps
2022-06-18,IS,Hosps
2022-06-18,LI,Hosps
2022-06-18,LV,Hosps
2022-06-18,MT,Hosps
2022-06-18,NO,Hosps
2022-06-18,SI,Hosps
2022-06-18,SK,Hosps
2022-06-25,CZ,Cases
2022-06-25,LT,Cases
2022-06-25,GB,Deaths
2022-06-25,LT,Deaths
2022-06-25,BE,Hosps
2022-06-25,BG,Hosps
2022-06-25,CH,Hosps
2022-06-25,CY,Hosps
2022-06-25,CZ,Hosps
2022-06-25,EE,Hosps
2022-06-25,FR,Hosps
2022-06-25,GB,Hosps
2022-06-25,GR,Hosps
2022-06-25,HR,Hosps
2022-06-25,IE,Hosps
2022-06-25,LI,Hosps
2022-06-25,LV,Hosps
2022-06-25,MT,Hosps
2022-06-25,NO,Hosps
2022-06-25,SI,Hosps
2022-06-25,SK,Hosps
2022-07-02,CZ,Cases
2022-07-02,BE,Hosps
2022-07-02,BG,Hosps
2022-07-02,CH,Hosps
2022-07-02,CY,Hosps
2022-07-02,CZ,Hosps
2022-07-02,EE,Hosps
2022-07-02,FR,Hosps
2022-07-02,GB,Hosps
2022-07-02,GR,Hosps
2022-07-02,HR,Hosps
2022-07-02,IE,Hosps
2022-07-02,LI,Hosps
2022-07-02,LV,Hosps
2022-07-02,MT,Hosps
2022-07-02,NO,Hosps
2022-07-02,SI,Hosps
2022-07-02,SK,Hosps
2022-07-09,CZ,Cases
2022-07-09,GB,Deaths
2022-07-09,BE,Hosps
2022-07-09,BG,Hosps
2022-07-09,CH,Hosps
2022-07-09,CY,Hosps
2022-07-09,CZ,Hosps
2022-07-09,EE,Hosps
2022-07-09,FR,Hosps
2022-07-09,GB,Hosps
2022-07-09,GR,Hosps
2022-07-09,HR,Hosps
2022-07-09,IE,Hosps
2022-07-09,LI,Hosps
2022-07-09,LV,Hosps
2022-07-09,MT,Hosps
2022-07-09,NO,Hosps
2022-07-09,SI,Hosps
2022-07-09,SK,Hosps
2022-07-16,CZ,Cases
2022-07-16,GB,Deaths
2022-07-16,BE,Hosps
2022-07-16,BG,Hosps
2022-07-16,CH,Hosps
2022-07-16,CY,Hosps
2022-07-16,CZ,Hosps
2022-07-16,EE,Hosps
2022-07-16,FR,Hosps
2022-07-16,GB,Hosps
2022-07-16,GR,Hosps
2022-07-16,HR,Hosps
2022-07-16,IE,Hosps
2022-07-16,LI,Hosps
2022-07-16,LV,Hosps
2022-07-16,MT,Hosps
2022-07-16,NO,Hosps
2022-07-16,SI,Hosps
2022-07-16,SK,Hosps
2022-07-23,CZ,Cases
2022-07-23,GB,Deaths
2022-07-23,BE,Hosps
2022-07-23,BG,Hosps
2022-07-23,CH,Hosps
2022-07-23,CY,Hosps
2022-07-23,CZ,Hosps
2022-07-23,EE,Hosps
2022-07-23,FR,Hosps
2022-07-23,GB,Hosps
2022-07-23,GR,Hosps
2022-07-23,HR,Hosps
2022-07-23,IE,Hosps
2022-07-23,LV,Hosps
2022-07-23,MT,Hosps
2022-07-23,NO,Hosps
2022-07-23,SI,Hosps
2022-07-23,SK,Hosps
2022-07-30,CZ,Cases
2022-07-30,GB,Deaths
2022-07-30,BE,Hosps
2022-07-30,BG,Hosps
2022-07-30,CH,Hosps
2022-07-30,CY,Hosps
2022-07-30,CZ,Hosps
2022-07-30,EE,Hosps
2022-07-30,FR,Hosps
2022-07-30,GB,Hosps
2022-07-30,GR,Hosps
2022-07-30,HR,Hosps
2022-07-30,IE,Hosps
2022-07-30,LI,Hosps
2022-07-30,LV,Hosps
2022-07-30,MT,Hosps
2022-07-30,NO,Hosps
2022-07-30,SI,Hosps
2022-07-30,SK,Hosps
2022-08-06,CZ,Cases
2022-08-06,GB,Deaths
2022-08-06,BE,Hosps
2022-08-06,BG,Hosps
2022-08-06,CH,Hosps
2022-08-06,CY,Hosps
2022-08-06,CZ,Hosps
2022-08-06,EE,Hosps
2022-08-06,FR,Hosps
2022-08-06,GB,Hosps
2022-08-06,GR,Hosps
2022-08-06,HR,Hosps
2022-08-06,IE,Hosps
2022-08-06,LI,Hosps
2022-08-06,LV,Hosps
2022-08-06,MT,Hosps
2022-08-06,NO,Hosps
2022-08-06,SI,Hosps
2022-08-06,SK,Hosps
2022-08-13,CZ,Cases
2022-08-13,GB,Deaths
2022-08-13,BE,Hosps
2022-08-13,BG,Hosps
2022-08-13,CH,Hosps
2022-08-13,CY,Hosps
2022-08-13,CZ,Hosps
2022-08-13,EE,Hosps
2022-08-13,FR,Hosps
2022-08-13,GB,Hosps
2022-08-13,GR,Hosps
2022-08-13,HR,Hosps
2022-08-13,IE,Hosps
2022-08-13,LV,Hosps
2022-08-13,MT,Hosps
2022-08-13,NO,Hosps
2022-08-13,SI,Hosps
2022-08-13,SK,Hosps
2022-08-20,CZ,Cases
2022-08-20,GB,Deaths
2022-08-20,BE,Hosps
2022-08-20,BG,Hosps
2022-08-20,CH,Hosps
2022-08-20,CY,Hosps
2022-08-20,CZ,Hosps
2022-08-20,EE,Hosps
2022-08-20,FR,Hosps
2022-08-20,GB,Hosps
2022-08-20,GR,Hosps
2022-08-20,HR,Hosps
2022-08-20,IE,Hosps
2022-08-20,LV,Hosps
2022-08-20,MT,Hosps
2022-08-20,NO,Hosps
2022-08-20,SI,Hosps
2022-08-20,SK,Hosps
2022-08-27,CZ,Cases
2022-08-27,GB,Deaths
2022-08-27,BE,Hosps
2022-08-27,BG,Hosps
2022-08-27,CH,Hosps
2022-08-27,CY,Hosps
2022-08-27,CZ,Hosps
2022-08-27,EE,Hosps
2022-08-27,FR,Hosps
2022-08-27,GB,Hosps
2022-08-27,GR,Hosps
2022-08-27,HR,Hosps
2022-08-27,IE,Hosps
2022-08-27,LI,Hosps
2022-08-27,LV,Hosps
2022-08-27,MT,Hosps
2022-08-27,NO,Hosps
2022-08-27,SI,Hosps
2022-08-27,SK,Hosps
2022-09-03,CZ,Cases
2022-09-03,NL,Cases
2022-09-03,GB,Deaths
2022-09-03,NL,Deaths
2022-09-03,BE,Hosps
2022-09-03,BG,Hosps
2022-09-03,CH,Hosps
2022-09-03,CY,Hosps
2022-09-03,CZ,Hosps
2022-09-03,EE,Hosps
2022-09-03,FR,Hosps
2022-09-03,GR,Hosps
2022-09-03,IE,Hosps
2022-09-03,LI,Hosps
2022-09-03,LV,Hosps
2022-09-03,MT,Hosps
2022-09-03,NO,Hosps
2022-09-03,SI,Hosps
2022-09-03,SK,Hosps
2022-09-10,CZ,Cases
2022-09-10,GB,Deaths
2022-09-10,BE,Hosps
2022-09-10,BG,Hosps
2022-09-10,CH,Hosps
2022-09-10,CY,Hosps
2022-09-10,CZ,Hosps
2022-09-10,EE,Hosps
2022-09-10,FR,Hosps
2022-09-10,GR,Hosps
2022-09-10,IE,Hosps
2022-09-10,LI,Hosps
2022-09-10,LV,Hosps
2022-09-10,MT,Hosps
2022-09-10,NO,Hosps
2022-09-10,SI,Hosps
2022-09-10,SK,Hosps
2022-09-17,CZ,Cases
2022-09-17,GB,Deaths
2022-09-17,BE,Hosps
2022-09-17,BG,Hosps
2022-09-17,CH,Hosps
2022-09-17,CZ,Hosps
2022-09-17,EE,Hosps
2022-09-17,FR,Hosps
2022-09-17,GB,Hosps
2022-09-17,GR,Hosps
2022-09-17,IE,Hosps
2022-09-17,LI,Hosps
2022-09-17,LV,Hosps
2022-09-17,MT,Hosps
2022-09-17,NO,Hosps
2022-09-17,SI,Hosps
2022-09-17,SK,Hosps
2022-09-24,CZ,Cases
2022-09-24,GB,Deaths
2022-09-24,BE,Hosps
2022-09-24,BG,Hosps
2022-09-24,CH,Hosps
2022-09-24,CZ,Hosps
2022-09-24,EE,Hosps
2022-09-24,FR,Hosps
2022-09-24,GR,Hosps
2022-09-24,IE,Hosps
2022-09-24,LV,Hosps
2022-09-24,MT,Hosps
2022-09-24,NO,Hosps
2022-09-24,SI,Hosps
2022-09-24,SK,Hosps
2022-10-01,CZ,Cases
2022-10-01,GB,Deaths
2022-10-01,BE,Hosps
2022-10-01,BG,Hosps
2022-10-01,CH,Hosps
2022-10-01,CZ,Hosps
2022-10-01,EE,Hosps
2022-10-01,FR,Hosps
2022-10-01,GR,Hosps
2022-10-01,IE,Hosps
2022-10-01,LV,Hosps
2022-10-01,MT,Hosps
2022-10-01,SI,Hosps
2022-10-01,SK,Hosps
2022-10-08,CZ,Cases
2022-10-08,GB,Deaths
2022-10-08,BE,Hosps
2022-10-08,BG,Hosps
2022-10-08,CH,Hosps
2022-10-08,CZ,Hosps
2022-10-08,EE,Hosps
2022-10-08,FR,Hosps
2022-10-08,GR,Hosps
2022-10-08,IE,Hosps
2022-10-08,LI,Hosps
2022-10-08,LV,Hosps
2022-10-08,MT,Hosps
2022-10-08,SI,Hosps
2022-10-08,SK,Hosps
2022-10-15,CZ,Cases
2022-10-15,GB,Deaths
2022-10-15,BE,Hosps
2022-10-15,BG,Hosps
2022-10-15,CH,Hosps
2022-10-15,CZ,Hosps
2022-10-15,EE,Hosps
2022-10-15,FR,Hosps
2022-10-15,GR,Hosps
2022-10-15,IE,Hosps
2022-10-15,LV,Hosps
2022-10-15,MT,Hosps
2022-10-15,SI,Hosps
2022-10-15,SK,Hosps
2022-10-22,CZ,Cases
2022-10-22,GB,Deaths
2022-10-22,BE,Hosps
2022-10-22,EE,Hosps
2022-10-22,FR,Hosps
2022-10-22,GR,Hosps
2022-10-22,IE,Hosps
2022-10-22,LI,Hosps
2022-10-22,LV,Hosps
2022-10-22,MT,Hosps
2022-10-22,SK,Hosps
2022-10-29,CZ,Cases
2022-10-29,GB,Deaths
2022-10-29,BE,Hosps
2022-10-29,EE,Hosps
2022-10-29,FR,Hosps
2022-10-29,GR,Hosps
2022-10-29,IE,Hosps
2022-10-29,LI,Hosps
2022-10-29,LV,Hosps
2022-10-29,MT,Hosps
2022-10-29,SK,Hosps
2022-11-05,CZ,Cases
2022-11-05,GB,Deaths
2022-11-05,BE,Hosps
2022-11-05,FR,Hosps
2022-11-05,GR,Hosps
2022-11-05,IE,Hosps
2022-11-05,LI,Hosps
2022-11-05,LV,Hosps
2022-11-05,MT,Hosps
2022-11-05,SK,Hosps
2022-11-12,CZ,Cases
2022-11-12,GB,Deaths
2022-11-12,BE,Hosps
2022-11-12,FR,Hosps
2022-11-12,GR,Hosps
2022-11-12,IE,Hosps
2022-11-12,LI,Hosps
2022-11-12,LV,Hosps
2022-11-12,MT,Hosps
2022-11-12,SK,Hosps
2022-11-19,CZ,Cases
2022-11-19,GB,Deaths
2022-11-19,BE,Hosps
2022-11-19,FR,Hosps
2022-11-19,GR,Hosps
2022-11-19,IE,Hosps
2022-11-19,LV,Hosps
2022-11-19,MT,Hosps
2022-11-19,SK,Hosps
2022-11-26,CZ,Cases
2022-11-26,GB,Cases
2022-11-26,GB,Deaths
2022-11-26,BE,Hosps
2022-11-26,FR,Hosps
2022-11-26,GR,Hosps
2022-11-26,IE,Hosps
2022-11-26,LI,Hosps
2022-11-26,LV,Hosps
2022-11-26,MT,Hosps
2022-11-26,SK,Hosps
2022-12-03,GB,Deaths
2022-12-03,FR,Hosps
2022-12-03,GR,Hosps
2022-12-03,IE,Hosps
2022-12-03,LI,Hosps
2022-12-03,LV,Hosps
2022-12-03,SK,Hosps
