init,r,r_error,additive_error,time,crps,scale
100,0,0,1,1,0.028130094440851242,log
100,0,0,1,2,0.1541386120718617,log
100,0,0,1,3,0.023380081487531318,log
100,0,0,1,4,0.05048536051717085,log
100,0,0,10,1,0.27868182500122474,log
100,0,0,10,2,0.4549033573462058,log
100,0,0,10,3,0.23967356880903196,log
100,0,0,10,4,0.16603881003788531,log
100,0,0,-1,1,0.025881626919183758,log
100,0,0,-1,2,0.10857324428792114,log
100,0,0,-1,3,0.037928328885736363,log
100,0,0,-1,4,0.09053566771459333,log
100,0,0,-10,1,0.06991142907000458,log
100,0,0,-10,2,0.041395166058422035,log
100,0,0,-10,3,0.10050593180316826,log
100,0,0,-10,4,0.17467220593143046,log
100,0,0.01,0,1,0.026019998658093665,log
100,0,0.01,0,2,0.15749826783626236,log
100,0,0.01,0,3,0.024222208990480408,log
100,0,0.01,0,4,0.05013033070074676,log
100,0,0.01,1,1,0.03795938251387268,log
100,0,0.01,1,2,0.19398461333692604,log
100,0,0.01,1,3,0.024384072167340537,log
100,0,0.01,1,4,0.029789781609386914,log
100,0,0.01,10,1,0.3092101683244039,log
100,0,0.01,10,2,0.488369250969249,log
100,0,0.01,10,3,0.27036716368140673,log
100,0,0.01,10,4,0.19535626730120947,log
100,0,0.01,-1,1,0.024164386493342238,log
100,0,0.01,-1,2,0.11789242550203742,log
100,0,0.01,-1,3,0.03161559205746666,log
100,0,0.01,-1,4,0.07555146966326053,log
100,0,0.01,-10,1,0.06336705278191236,log
100,0,0.01,-10,2,0.04808084789951288,log
100,0,0.01,-10,3,0.09583086280187218,log
100,0,0.01,-10,4,0.16406901092552847,log
100,0,0.025,0,1,0.056309162563669544,log
100,0,0.025,0,2,0.21981267661560436,log
100,0,0.025,0,3,0.033522049551687874,log
100,0,0.025,0,4,0.023743553130415554,log
100,0,0.025,1,1,0.07652466642753974,log
100,0,0.025,1,2,0.2556025084312511,log
100,0,0.025,1,3,0.053235921667610916,log
100,0,0.025,1,4,0.022388687522588317,log
100,0,0.025,10,1,0.34637180999800066,log
100,0,0.025,10,2,0.5328899592544478,log
100,0,0.025,10,3,0.31506690605186416,log
100,0,0.025,10,4,0.23472920242340778,log
100,0,0.025,-1,1,0.037724255279748195,log
100,0,0.025,-1,2,0.1763893702892008,log
100,0,0.025,-1,3,0.023105482186456725,log
100,0,0.025,-1,4,0.04081373016831658,log
100,0,0.025,-10,1,0.05087891553766734,log
100,0,0.025,-10,2,0.05302015500059297,log
100,0,0.025,-10,3,0.081082146528383775,log
100,0,0.025,-10,4,0.14993466149532342,log
100,0,0.05,0,1,0.13749304852539107,log
100,0,0.05,0,2,0.3206895310780879,log
100,0,0.05,0,3,0.10027482380070826,log
100,0,0.05,0,4,0.045240286827121244,log
100,0,0.05,1,1,0.16768973319813288,log
100,0,0.05,1,2,0.3531097459927137,log
100,0,0.05,1,3,0.13025717807513512,log
100,0,0.05,1,4,0.06548066617649936,log
100,0,0.05,10,1,0.43159592310845846,log
100,0,0.05,10,2,0.6141992895736714,log
100,0,0.05,10,3,0.38812787141229405,log
100,0,0.05,10,4,0.31249895829200375,log
100,0,0.05,-1,1,0.11004769000747706,log
100,0,0.05,-1,2,0.2872154239264621,log
100,0,0.05,-1,3,0.07292363764210107,log
100,0,0.05,-1,4,0.030695519626982633,log
100,0,0.05,-10,1,0.038080975928425645,log
100,0,0.05,-10,2,0.07569711228717987,log
100,0,0.05,-10,3,0.06310273965163482,log
100,0,0.05,-10,4,0.12003694461204861,log
100,0,0.1,0,1,0.3394387842743982,log
100,0,0.1,0,2,0.5272924208427651,log
100,0,0.1,0,3,0.3025459726807176,log
100,0,0.1,0,4,0.2295439149686989,log
100,0,0.1,1,1,0.3732353526367925,log
100,0,0.1,1,2,0.5460602921925489,log
100,0,0.1,1,3,0.3268677518632811,log
100,0,0.1,1,4,0.2518376320432779,log
100,0,0.1,10,1,0.578040402310618,log
100,0,0.1,10,2,0.7725392222851267,log
100,0,0.1,10,3,0.5404048889602487,log
100,0,0.1,10,4,0.47628568719053554,log
100,0,0.1,-1,1,0.3164305116330871,log
100,0,0.1,-1,2,0.498651622093118,log
100,0,0.1,-1,3,0.27766835798345624,log
100,0,0.1,-1,4,0.20255972846064077,log
100,0,0.1,-10,1,0.0405610593652403,log
100,0,0.1,-10,2,0.2017565185325077,log
100,0,0.1,-10,3,0.030574822169702087,log
100,0,0.1,-10,4,0.028050642444564976,log
100,0,-0.01,0,1,0.025202113143543477,log
100,0,-0.01,0,2,0.10898375360170703,log
100,0,-0.01,0,3,0.04016659992444352,log
100,0,-0.01,0,4,0.08558226894029608,log
100,0,-0.01,1,1,0.023295112660279733,log
100,0,-0.01,1,2,0.1155594010216146,log
100,0,-0.01,1,3,0.03486638849809569,log
100,0,-0.01,1,4,0.07912787195672172,log
100,0,-0.01,10,1,0.24023572106510127,log
100,0,-0.01,10,2,0.43152739343796453,log
100,0,-0.01,10,3,0.20763638246318727,log
100,0,-0.01,10,4,0.1331615070991329,log
100,0,-0.01,-1,1,0.02923232453943107,log
100,0,-0.01,-1,2,0.10237431859333224,log
100,0,-0.01,-1,3,0.040920090915305324,log
100,0,-0.01,-1,4,0.09926901449148659,log
100,0,-0.01,-10,1,0.07934874083689422,log
100,0,-0.01,-10,2,0.03761212974908392,log
100,0,-0.01,-10,3,0.11674428318835393,log
100,0,-0.01,-10,4,0.18456468562710632,log
100,0,-0.025,0,1,0.030868374831807065,log
100,0,-0.025,0,2,0.0939243313885623,log
100,0,-0.025,0,3,0.04612022545952323,log
100,0,-0.025,0,4,0.10082729450373627,log
100,0,-0.025,1,1,0.025327009624995404,log
100,0,-0.025,1,2,0.0998255365486697,log
100,0,-0.025,1,3,0.03938336728345356,log
100,0,-0.025,1,4,0.09123235391677582,log
100,0,-0.025,10,1,0.20351013678336569,log
100,0,-0.025,10,2,0.3899084816714204,log
100,0,-0.025,10,3,0.16977262342037822,log
100,0,-0.025,10,4,0.09651452117330359,log
100,0,-0.025,-1,1,0.030415895208788506,log
100,0,-0.025,-1,2,0.08637550342449843,log
100,0,-0.025,-1,3,0.05014385541453146,log
100,0,-0.025,-1,4,0.10940680999102533,log
100,0,-0.025,-10,1,0.09873541977972343,log
100,0,-0.025,-10,2,0.029355731320385624,log
100,0,-0.025,-10,3,0.13003628590776353,log
100,0,-0.025,-10,4,0.20063812052341087,log
100,0,-0.05,0,1,0.03871408586328001,log
100,0,-0.05,0,2,0.07453219646895617,log
100,0,-0.05,0,3,0.061356872013081785,log
100,0,-0.05,0,4,0.12358981464233879,log
100,0,-0.05,1,1,0.0337101706691999,log
100,0,-0.05,1,2,0.08880844063257548,log
100,0,-0.05,1,3,0.04972849660793504,log
100,0,-0.05,1,4,0.1159282235547897,log
100,0,-0.05,10,1,0.13055985762168873,log
100,0,-0.05,10,2,0.31572013476670835,log
100,0,-0.05,10,3,0.09813535102670638,log
100,0,-0.05,10,4,0.043958993646790546,log
100,0,-0.05,-1,1,0.044007798925287146,log
100,0,-0.05,-1,2,0.07061470821311361,log
100,0,-0.05,-1,3,0.07061693537090623,log
100,0,-0.05,-1,4,0.12611067229888623,log
100,0,-0.05,-10,1,0.1160282493084226,log
100,0,-0.05,-10,2,0.02646994222451275,log
100,0,-0.05,-10,3,0.1606875667730098,log
100,0,-0.05,-10,4,0.2236189497813185,log
100,0,-0.1,0,1,0.06896419660107503,log
100,0,-0.1,0,2,0.044709695768359675,log
100,0,-0.1,0,3,0.09667269117019683,log
100,0,-0.1,0,4,0.1670772157997738,log
100,0,-0.1,1,1,0.06172064361361989,log
100,0,-0.1,1,2,0.050001859354863565,log
100,0,-0.1,1,3,0.08986166054335917,log
100,0,-0.1,1,4,0.16393344126244244,log
100,0,-0.1,10,1,0.035699749546295734,log
100,0,-0.1,10,2,0.18326935613672782,log
100,0,-0.1,10,3,0.02548241201648879,log
100,0,-0.1,10,4,0.03617828059644169,log
100,0,-0.1,-1,1,0.07757943797872127,log
100,0,-0.1,-1,2,0.03819469903918105,log
100,0,-0.1,-1,3,0.10934428609248292,log
100,0,-0.1,-1,4,0.1824740916291197,log
100,0,-0.1,-10,1,0.16552155304134125,log
100,0,-0.1,-10,2,0.03234606682010387,log
100,0,-0.1,-10,3,0.20547030596390747,log
100,0,-0.1,-10,4,0.27939578942656235,log
100,0.01,0,1,1,0.04826214537075176,log
100,0.01,0,1,2,0.09007299805272996,log
100,0.01,0,1,3,0.13733401748305835,log
100,0.01,0,1,4,0.03521070854002284,log
100,0.01,0,10,1,0.325393992134685,log
100,0.01,0,10,2,0.38128961229093883,log
100,0.01,0,10,3,0.4379756580964272,log
100,0.01,0,10,4,0.29959231449267576,log
100,0.01,0,-1,1,0.025222367622648165,log
100,0.01,0,-1,2,0.03658357483932355,log
100,0.01,0,-1,3,0.07023865425666777,log
100,0.01,0,-1,4,0.02408176949513483,log
100,0.01,0,-10,1,0.05217608462685331,log
100,0.01,0,-10,2,0.028387697279426284,log
100,0.01,0,-10,3,0.025866280980340054,log
100,0.01,0,-10,4,0.07055987218957722,log
100,0.01,0.01,0,1,0.052306966838084674,log
100,0.01,0.01,0,2,0.09054942000719103,log
100,0.01,0.01,0,3,0.14688523266386397,log
100,0.01,0.01,0,4,0.034157040160044234,log
100,0.01,0.01,1,1,0.07861918807789485,log
100,0.01,0.01,1,2,0.12487555510228646,log
100,0.01,0.01,1,3,0.17338461009272702,log
100,0.01,0.01,1,4,0.05463586375061618,log
100,0.01,0.01,10,1,0.36093933955099206,log
100,0.01,0.01,10,2,0.4071014895843888,log
100,0.01,0.01,10,3,0.46341463237686326,log
100,0.01,0.01,10,4,0.3187495616300813,log
100,0.01,0.01,-1,1,0.03501282219750375,log
100,0.01,0.01,-1,2,0.0598925349659864,log
100,0.01,0.01,-1,3,0.1039866703575122,log
100,0.01,0.01,-1,4,0.02535651092943922,log
100,0.01,0.01,-10,1,0.04836157423328912,log
100,0.01,0.01,-10,2,0.025977113211258833,log
100,0.01,0.01,-10,3,0.029410702458001203,log
100,0.01,0.01,-10,4,0.0649518791290666,log
100,0.01,0.025,0,1,0.09973417046542395,log
100,0.01,0.025,0,2,0.14935843266440632,log
100,0.01,0.025,0,3,0.19986254085349803,log
100,0.01,0.025,0,4,0.0699744052234854,log
100,0.01,0.025,1,1,0.1272419091023166,log
100,0.01,0.025,1,2,0.1803222132382501,log
100,0.01,0.025,1,3,0.23343166729284065,log
100,0.01,0.025,1,4,0.10638886720872463,log
100,0.01,0.025,10,1,0.398409621912078,log
100,0.01,0.025,10,2,0.45152975537629875,log
100,0.01,0.025,10,3,0.5087778037110933,log
100,0.01,0.025,10,4,0.36829777568889116,log
100,0.01,0.025,-1,1,0.06848357412722689,log
100,0.01,0.025,-1,2,0.11262034223312081,log
100,0.01,0.025,-1,3,0.16409085118981376,log
100,0.01,0.025,-1,4,0.05012652221185862,log
100,0.01,0.025,-10,1,0.03763743649805112,log
100,0.01,0.025,-10,2,0.02505391752319523,log
100,0.01,0.025,-10,3,0.0338192129721401,log
100,0.01,0.025,-10,4,0.054219467483039026,log
100,0.01,0.05,0,1,0.19490899480386767,log
100,0.01,0.05,0,2,0.24699122214891006,log
100,0.01,0.05,0,3,0.29856379101799474,log
100,0.01,0.05,0,4,0.1666817287987126,log
100,0.01,0.05,1,1,0.2286196021996046,log
100,0.01,0.05,1,2,0.27808998631682086,log
100,0.01,0.05,1,3,0.3307772294878347,log
100,0.01,0.05,1,4,0.19683919109617282,log
100,0.01,0.05,10,1,0.47804654323975887,log
100,0.01,0.05,10,2,0.531912920305749,log
100,0.01,0.05,10,3,0.5837819842258224,log
100,0.01,0.05,10,4,0.4447235507417066,log
100,0.01,0.05,-1,1,0.1610491734786962,log
100,0.01,0.05,-1,2,0.21383940596187598,log
100,0.01,0.05,-1,3,0.26719556213918344,log
100,0.01,0.05,-1,4,0.13576804861271433,log
100,0.01,0.05,-10,1,0.02698836597757073,log
100,0.01,0.05,-10,2,0.024728742619830466,log
100,0.01,0.05,-10,3,0.04713629484931975,log
100,0.01,0.05,-10,4,0.035759103850645096,log
100,0.01,0.1,0,1,0.39984803551465503,log
100,0.01,0.1,0,2,0.45249311746097065,log
100,0.01,0.1,0,3,0.5080232223512459,log
100,0.01,0.1,0,4,0.37692478357241604,log
100,0.01,0.1,1,1,0.42738740664938235,log
100,0.01,0.1,1,2,0.4756366628973192,log
100,0.01,0.1,1,3,0.5325251394745973,log
100,0.01,0.1,1,4,0.3962871028723577,log
100,0.01,0.1,10,1,0.642761564797438,log
100,0.01,0.1,10,2,0.6893988998034531,log
100,0.01,0.1,10,3,0.7405260186352342,log
100,0.01,0.1,10,4,0.6105433100410951,log
100,0.01,0.1,-1,1,0.37205358380817105,log
100,0.01,0.1,-1,2,0.4279419978930232,log
100,0.01,0.1,-1,3,0.477232126653625,log
100,0.01,0.1,-1,4,0.34474158295698004,log
100,0.01,0.1,-10,1,0.10043035188631562,log
100,0.01,0.1,-10,2,0.144910530216363,log
100,0.01,0.1,-10,3,0.20617556485205346,log
100,0.01,0.1,-10,4,0.0788079747801273,log
100,0.01,-0.01,0,1,0.02445734164851699,log
100,0.01,-0.01,0,2,0.03418580528470702,log
100,0.01,-0.01,0,3,0.06631015187912578,log
100,0.01,-0.01,0,4,0.02478270105459869,log
100,0.01,-0.01,1,1,0.034679899083805296,log
100,0.01,-0.01,1,2,0.05915357567498123,log
100,0.01,-0.01,1,3,0.10108742500358231,log
100,0.01,-0.01,1,4,0.024003916203565876,log
100,0.01,-0.01,10,1,0.29557902275729286,log
100,0.01,-0.01,10,2,0.3449693495404708,log
100,0.01,-0.01,10,3,0.4075343694427931,log
100,0.01,-0.01,10,4,0.2645428371420698,log
100,0.01,-0.01,-1,1,0.023500608673045795,log
100,0.01,-0.01,-1,2,0.030252767779494056,log
100,0.01,-0.01,-1,3,0.06410421185004161,log
100,0.01,-0.01,-1,4,0.028187064286848335,log
100,0.01,-0.01,-10,1,0.061470632156560914,log
100,0.01,-0.01,-10,2,0.0300805682454681,log
100,0.01,-0.01,-10,3,0.024815305918542942,log
100,0.01,-0.01,-10,4,0.08128013250184064,log
100,0.01,-0.025,0,1,0.02326810563974594,log
100,0.01,-0.025,0,2,0.03227162952530398,log
100,0.01,-0.025,0,3,0.0611981344879071,log
100,0.01,-0.025,0,4,0.027307866022312704,log
100,0.01,-0.025,1,1,0.0223695315373624,log
100,0.01,-0.025,1,2,0.03271715417267816,log
100,0.01,-0.025,1,3,0.06745384010926998,log
100,0.01,-0.025,1,4,0.026137803894310602,log
100,0.01,-0.025,10,1,0.2539344800190011,log
100,0.01,-0.025,10,2,0.3054816803439931,log
100,0.01,-0.025,10,3,0.35694229911016684,log
100,0.01,-0.025,10,4,0.21948516254480419,log
100,0.01,-0.025,-1,1,0.024866265205263964,log
100,0.01,-0.025,-1,2,0.030899564089644227,log
100,0.01,-0.025,-1,3,0.05398309389545079,log
100,0.01,-0.025,-1,4,0.03413912077582243,log
100,0.01,-0.025,-10,1,0.07391198829537593,log
100,0.01,-0.025,-10,2,0.041248615179239785,log
100,0.01,-0.025,-10,3,0.02633477482701677,log
100,0.01,-0.025,-10,4,0.09511460936039716,log
100,0.01,-0.05,0,1,0.029463468225332985,log
100,0.01,-0.05,0,2,0.024579258348659865,log
100,0.01,-0.05,0,3,0.04510774869938218,log
100,0.01,-0.05,0,4,0.03786563028230041,log
100,0.01,-0.05,1,1,0.026797870231240962,log
100,0.01,-0.05,1,2,0.02802517845754976,log
100,0.01,-0.05,1,3,0.048997135808652,log
100,0.01,-0.05,1,4,0.03662170358439137,log
100,0.01,-0.05,10,1,0.183121901623463,log
100,0.01,-0.05,10,2,0.23242803286016425,log
100,0.01,-0.05,10,3,0.2890445036722243,log
100,0.01,-0.05,10,4,0.15028651350880806,log
100,0.01,-0.05,-1,1,0.03130215491474083,log
100,0.01,-0.05,-1,2,0.02434276407781559,log
100,0.01,-0.05,-1,3,0.0377123266514663,log
100,0.01,-0.05,-1,4,0.04559592372562279,log
100,0.01,-0.05,-10,1,0.09302487829345553,log
100,0.01,-0.05,-10,2,0.057095262964842804,log
100,0.01,-0.05,-10,3,0.02886415786032064,log
100,0.01,-0.05,-10,4,0.1181064612580006,log
100,0.01,-0.1,0,1,0.04812451690274519,log
100,0.01,-0.1,0,2,0.027706363432077274,log
100,0.01,-0.1,0,3,0.02776617573253812,log
100,0.01,-0.1,0,4,0.0664244473341572,log
100,0.01,-0.1,1,1,0.04237174734903798,log
100,0.01,-0.1,1,2,0.02850084927738818,log
100,0.01,-0.1,1,3,0.029883732487180716,log
100,0.01,-0.1,1,4,0.06303158632596234,log
100,0.01,-0.1,10,1,0.061026176210130706,log
100,0.01,-0.1,10,2,0.1064422897221187,log
100,0.01,-0.1,10,3,0.1524420909627788,log
100,0.01,-0.1,10,4,0.043635152817238614,log
100,0.01,-0.1,-1,1,0.0561442584544436,log
100,0.01,-0.1,-1,2,0.031087803640889988,log
100,0.01,-0.1,-1,3,0.024469677687864882,log
100,0.01,-0.1,-1,4,0.07810206635703401,log
100,0.01,-0.1,-10,1,0.13670795051166443,log
100,0.01,-0.1,-10,2,0.09238960374263215,log
100,0.01,-0.1,-10,3,0.05389714523860217,log
100,0.01,-0.1,-10,4,0.1698487614565262,log
100,0.1,0,1,1,0.10577698536426963,log
100,0.1,0,1,2,0.021489913299855348,log
100,0.1,0,1,3,0.01996685246645525,log
100,0.1,0,1,4,0.018545451829561826,log
100,0.1,0,10,1,0.04104934887561895,log
100,0.1,0,10,2,0.1889548232025076,log
100,0.1,0,10,3,0.16039645815487613,log
100,0.1,0,10,4,0.17312772798340761,log
100,0.1,0,-1,1,0.1548223392901228,log
100,0.1,0,-1,2,0.02584962396990607,log
100,0.1,0,-1,3,0.03894123941464157,log
100,0.1,0,-1,4,0.03161662137254999,log
100,0.1,0,-10,1,0.4382214821227196,log
100,0.1,0,-10,2,0.2691782136799307,log
100,0.1,0,-10,3,0.30363868865493127,log
100,0.1,0,-10,4,0.2789389898937225,log
100,0.1,0.01,0,1,0.08809340887548506,log
100,0.1,0.01,0,2,0.025246444996763782,log
100,0.1,0.01,0,3,0.01887905605799877,log
100,0.1,0.01,0,4,0.0205705739118085,log
100,0.1,0.01,1,1,0.07061124017304858,log
100,0.1,0.01,1,2,0.035028082129581896,log
100,0.1,0.01,1,3,0.020103177624839805,log
100,0.1,0.01,1,4,0.02743128996408931,log
100,0.1,0.01,10,1,0.065213389201489,log
100,0.1,0.01,10,2,0.22296713755439346,log
100,0.1,0.01,10,3,0.1880878063719022,log
100,0.1,0.01,10,4,0.20763550250792717,log
100,0.1,0.01,-1,1,0.11469878947215825,log
100,0.1,0.01,-1,2,0.019036446089886982,log
100,0.1,0.01,-1,3,0.02169625478633344,log
100,0.1,0.01,-1,4,0.019511185761599933,log
100,0.1,0.01,-10,1,0.37872760937837846,log
100,0.1,0.01,-10,2,0.21396694767795457,log
100,0.1,0.01,-10,3,0.24412463475966062,log
100,0.1,0.01,-10,4,0.23415798310278096,log
100,0.1,0.025,0,1,0.04343042190481282,log
100,0.1,0.025,0,2,0.05902611113818795,log
100,0.1,0.025,0,3,0.03491378304670775,log
100,0.1,0.025,0,4,0.04814441434416328,log
100,0.1,0.025,1,1,0.03080990386424869,log
100,0.1,0.025,1,2,0.07811477862932158,log
100,0.1,0.025,1,3,0.049038924288899534,log
100,0.1,0.025,1,4,0.06646524749025673,log
100,0.1,0.025,10,1,0.10977034876433049,log
100,0.1,0.025,10,2,0.2656729402790229,log
100,0.1,0.025,10,3,0.23826054041026026,log
100,0.1,0.025,10,4,0.2529273096430569,log
100,0.1,0.025,-1,1,0.06507474472017497,log
100,0.1,0.025,-1,2,0.04131514228844635,log
100,0.1,0.025,-1,3,0.026435530824408568,log
100,0.1,0.025,-1,4,0.031761081992337147,log
100,0.1,0.025,-10,1,0.30545816422461053,log
100,0.1,0.025,-10,2,0.14029586085690066,log
100,0.1,0.025,-10,3,0.16717613217808905,log
100,0.1,0.025,-10,4,0.15072348351289186,log
100,0.1,0.05,0,1,0.02202857975934496,log
100,0.1,0.05,0,2,0.14732268040950958,log
100,0.1,0.05,0,3,0.12013571650032576,log
100,0.1,0.05,0,4,0.13935289004283116,log
100,0.1,0.05,1,1,0.02881403229990853,log
100,0.1,0.05,1,2,0.17230440868454291,log
100,0.1,0.05,1,3,0.14054870135950265,log
100,0.1,0.05,1,4,0.15842863640431287,log
100,0.1,0.05,10,1,0.18626711995702724,log
100,0.1,0.05,10,2,0.3557533662137185,log
100,0.1,0.05,10,3,0.3226637371878633,log
100,0.1,0.05,10,4,0.3360832275938146,log
100,0.1,0.05,-1,1,0.017317973221101995,log
100,0.1,0.05,-1,2,0.1289682534743704,log
100,0.1,0.05,-1,3,0.0957294025423547,log
100,0.1,0.05,-1,4,0.11875032736176486,log
100,0.1,0.05,-10,1,0.17296652826229422,log
100,0.1,0.05,-10,2,0.033923571212749797,log
100,0.1,0.05,-10,3,0.05359129677997082,log
100,0.1,0.05,-10,4,0.038461851683885995,log
100,0.1,0.1,0,1,0.187155124602741,log
100,0.1,0.1,0,2,0.3521642507874649,log
100,0.1,0.1,0,3,0.32012302762973643,log
100,0.1,0.1,0,4,0.3438622659055489,log
100,0.1,0.1,1,1,0.20525260270458365,log
100,0.1,0.1,1,2,0.37480496364909577,log
100,0.1,0.1,1,3,0.340451761558131,log
100,0.1,0.1,1,4,0.3580316998670477,log
100,0.1,0.1,10,1,0.35752089180172064,log
100,0.1,0.1,10,2,0.5271146584899152,log
100,0.1,0.1,10,3,0.4901823371393115,log
100,0.1,0.1,10,4,0.5141215953592638,log
